Date,Speaker,crime_gt_score,economy_gt_score,elites_gt_score,people_gt_score,service_gt_score,violence_gt_score,war_gt_score,they_gt_score,we_gt_score
2023-01-01,Trump,0.6142506142506142,1.351351351351351,0.2252252252252252,0.0,0.2866502866502866,2.252252252252252,0.819000819000819,2.752024982921831,3.327803259490583
2023-02-01,Trump,,,,,,,,,
2023-03-01,Trump,0.5569425772997887,0.9986556558478971,0.710581908968696,0.0,0.2304589975033609,1.958901478778567,0.3072786633378145,2.810337522948736,2.775031775172998
2023-04-01,Trump,0.14008872285781,2.68503385477469,0.5837030119075415,0.0,0.3735699276208265,1.681064674293719,0.5837030119075415,2.485536747375187,3.010499250053567
2023-05-01,Trump,0.308107067205854,2.330059695744271,0.5006739842095128,0.0,0.3466204506065858,1.771615636433661,0.5777007510109763,2.738995108937305,3.112494441974211
2023-06-01,Trump,0.3058103975535168,1.411432604093155,0.8233356857210068,0.02352387673488591,1.340860973888497,2.140672782874617,0.5880969183721477,3.036592026215183,3.058438012015293
2023-07-01,Trump,0.4802364240857037,1.163649796823051,0.6649427410417437,0.0,0.1477650535648319,2.216475803472479,0.6464721093461396,2.13442011466464,2.928783587759895
2023-08-01,Trump,0.3544114903935833,1.417645961574333,0.7647826897966797,0.0,0.4849841447491139,1.473605670583846,0.4849841447491139,2.294032467037573,2.675100983156772
2023-09-01,Trump,0.1536393316689072,3.898598041098521,0.4801229114653351,0.0,0.1152294987516804,1.613212982523526,0.4993278279239485,2.695729537366548,2.775800711743772
2023-10-01,Trump,0.3235014272121789,1.42721217887726,0.2664129400570885,0.0,0.3235014272121789,2.568981921979067,0.5518553758325404,2.683544303797468,3.060478199718706
2023-11-01,Trump,0.1886080724254998,1.244813278008299,0.3394945303658997,0.0,0.1508864579403998,1.735194266314598,0.5469634100339494,2.23134733090571,2.998372975904548
2023-12-01,Trump,0.5397070161912104,1.869699306090979,0.3662297609868929,0.01927525057825752,0.4433307632999229,1.946800308404009,0.5397070161912104,3.104172372865881,3.122432210353328
2024-01-01,Trump,0.3414911781445646,1.043445266552836,0.474293302978562,0.01897173211914248,0.6829823562891292,2.029975336748245,0.4932650350977045,2.226145697397712,2.771167575036463
2024-02-01,Trump,0.4534290572454185,1.700358964670319,0.6045720763272247,0.01889287738522577,0.3400717929340639,2.304931040997544,0.5667863215567731,1.815741691008131,2.952553880161048
2024-03-01,Trump,0.6015037593984963,1.31578947368421,0.3383458646616541,0.01879699248120301,0.03759398496240602,2.518796992481203,0.3383458646616541,2.768910478834143,3.095072866065232
2024-04-01,Trump,0.9032826613791585,1.079532936770214,0.7710949548358669,0.0,0.1982815598149372,3.018285966071822,0.5507821105970478,2.368057767866624,3.483062546458533
2024-05-01,Trump,0.3736222678871661,2.017560246590697,0.2054922473379414,0.05604334018307491,0.5230711750420325,1.699981318886606,0.429665608070241,1.8911473456928,3.015412106321197
2024-06-01,Trump,0.6635071090047393,1.554502369668247,0.4360189573459716,0.0,0.09478672985781991,2.578199052132701,0.5308056872037914,2.348675914249685,2.380201765447667
