Date,Speaker,crime_gt_score,economy_gt_score,elites_gt_score,people_gt_score,service_gt_score,violence_gt_score,war_gt_score,they_gt_score,we_gt_score
2020-10-01,Trump,0.3610108303249098,1.676121712222795,0.2578648788035069,0.0,0.3867973182052605,2.037132542547705,0.4383702939659618,1.895551257253385,3.313990973565442
2020-11-01,Trump,0.2087286527514231,1.821631878557875,0.6072106261859582,0.0,0.3795066413662239,1.290322580645161,0.2466793168880455,1.908638625056535,3.627317955676165
2020-12-01,Trump,0.306044376434583,0.9755164498852333,0.1721499617444529,0.0,0.1912777352716144,1.817138485080337,0.3442999234889059,3.011485042735043,3.445512820512821
2019-01-01,Biden,,,,,,,,,
2019-02-01,Biden,,,,,,,,,
2019-03-01,Biden,0.0,1.18946474086661,0.08496176720475786,0.08496176720475786,0.5522514868309261,0.5097706032285472,0.1699235344095157,1.349007515899017,3.044902678743496
2019-04-01,Biden,0.08302200083022,3.15483603154836,0.12453300124533,0.0,1.49439601494396,0.5811540058115401,0.2075550020755501,1.706484641638225,2.711414486158513
2019-05-01,Biden,0.0,1.727748691099476,0.3664921465968586,0.05235602094240838,0.4188481675392671,0.9424083769633508,0.1570680628272251,1.165146909827761,4.154002026342452
2019-06-01,Biden,0.09082652134423251,2.452316076294278,0.2270663033605813,0.0,0.862851952770209,1.08991825613079,0.181653042688465,1.737619461337967,3.366637706342311
2019-07-01,Biden,0.06476683937823835,0.7124352331606217,0.0,0.0,0.8419689119170984,0.9067357512953367,0.38860103626943,1.316998468606432,2.327718223583461
2019-08-01,Biden,0.0,2.606310013717421,0.1371742112482853,0.0,1.303155006858711,1.097393689986282,0.4801097393689986,0.9674582233948988,2.843740838463794
2019-09-01,Biden,0.1283697047496791,2.182284980744544,0.1283697047496791,0.1283697047496791,1.026957637997433,1.41206675224647,0.5134788189987163,1.077313054499366,3.358681875792142
2019-10-01,Biden,0.1412429378531073,3.142655367231638,0.03531073446327684,0.03531073446327684,1.553672316384181,1.235875706214689,0.1765536723163842,1.059251903343264,1.936444885799404
2019-11-01,Biden,0.0,1.420454545454545,0.0,0.0,1.988636363636364,0.5681818181818182,0.2840909090909091,1.428571428571429,3.690476190476191
2019-12-01,Biden,0.0,2.411714039621017,0.0,0.0,0.1722652885443583,0.6029285099052542,0.3445305770887166,1.388888888888889,3.047839506172839
2020-01-01,Biden,0.04938271604938272,0.6419753086419753,0.1481481481481481,0.0,0.5432098765432098,1.333333333333333,0.2469135802469136,1.333634719710669,2.554249547920434
2020-02-01,Biden,0.1367989056087551,0.957592339261286,0.0,0.0,0.4103967168262654,1.778385772913817,0.4103967168262654,1.013513513513514,4.72972972972973
2020-03-01,Biden,0.0,0.6024096385542169,0.0,0.0,0.4518072289156626,0.9036144578313252,0.1506024096385542,0.8940852819807428,4.883081155433287
2020-04-01,Biden,,,,,,,,,
2020-05-01,Biden,,,,,,,,,
2020-06-01,Biden,0.0,2.001906577693041,0.1906577693040991,0.09532888465204957,0.667302192564347,1.620591039084843,0.1906577693040991,1.641718976339932,2.172863351038146
2020-07-01,Biden,0.05396654074473826,5.234754452239612,0.1618996222342148,0.0,1.079330814894765,0.809498111171074,0.2698327037236913,1.456310679611651,2.554931016862545
2020-08-01,Biden,0.1261034047919294,2.332912988650694,0.1261034047919294,0.0,0.5674653215636822,1.450189155107188,0.3783102143757882,0.823924321025328,4.150137320720171
2020-09-01,Biden,0.0,2.861299709020368,0.2424830261881669,0.09699321047526674,0.6789524733268671,0.8244422890397671,0.1454898157129001,1.362604087812263,1.74110522331567
2020-10-01,Biden,0.0,1.700457815565729,0.2616088947024199,0.1962066710268149,0.7194244604316548,1.04643557880968,0.4578155657292348,1.022146507666099,1.976149914821124
2020-11-01,Biden,0.223463687150838,1.899441340782123,0.2793296089385475,0.1675977653631285,0.9497206703910615,1.229050279329609,0.111731843575419,1.104815864022663,1.756373937677054
2020-12-01,Biden,,,,,,,,,
