Date,Speaker,crime_gt_score,economy_gt_score,elites_gt_score,people_gt_score,service_gt_score,they_gt_score,violence_gt_score,war_gt_score,we_gt_score
2023-01-01,Trump,0.405110626363353,0.6232471174820816,0.0779058896852602,0.01558117793705204,0.1090682455593643,2.752024982921831,1.215331879090059,0.373948270489249,3.327803259490583
2023-02-01,Trump,,,,,,,,,
2023-03-01,Trump,0.3313348059324708,0.3786683496371095,0.4260018933417482,0.0,0.06311139160618492,2.810337522948736,1.025560113600505,0.1262227832123698,2.775031775172998
2023-04-01,Trump,0.0,1.487680148768015,0.2324500232450023,0.01549666821633349,0.01549666821633349,2.485536747375187,0.4029133736246707,0.1084766775143344,3.010499250053567
2023-05-01,Trump,0.0158654608916389,1.570680628272251,0.2697128351578614,0.0158654608916389,0.0158654608916389,2.738995108937305,0.5235602094240838,0.1903855306996668,3.112494441974211
2023-06-01,Trump,0.1882057716436637,0.7998745294855709,0.486198243412798,0.0,0.439146800501882,3.036592026215183,1.066499372647428,0.3293601003764116,3.058438012015293
2023-07-01,Trump,0.354336773994762,0.3697427206901864,0.5700200277307041,0.0,0.03081189339084887,2.13442011466464,1.140040055461408,0.1694654136496688,2.928783587759895
2023-08-01,Trump,0.04589261128958238,0.7495793177298455,0.3365458161236041,0.0,0.2600581306409668,2.294032467037573,0.6883891693437356,0.3212482790270766,2.675100983156772
2023-09-01,Trump,0.03178639542275906,1.843610934520025,0.2383979656706929,0.0,0.04767959313413859,2.695729537366548,0.5721551176096631,0.06357279084551812,2.775800711743772
2023-10-01,Trump,0.1098728614032334,0.9731596295714958,0.1255689844608382,0.04708836917281432,0.1255689844608382,2.683544303797468,1.428347198242034,0.4237953225553289,3.060478199718706
2023-11-01,Trump,0.15600624024961,0.733229329173167,0.265210608424337,0.0,0.0,2.23134733090571,1.123244929797192,0.436817472698908,2.998372975904548
2023-12-01,Trump,0.03139224611520954,1.365562706011615,0.3139224611520954,0.0,0.04708836917281432,3.104172372865881,0.8475906451106577,0.3767069533825145,3.122432210353328
2024-01-01,Trump,0.2530044275774826,0.3636938646426313,0.189753320683112,0.01581277672359266,0.3004427577482606,2.226145697397712,1.201771030993042,0.3004427577482606,2.771167575036463
2024-02-01,Trump,0.01549186676994578,1.161890007745933,0.4027885360185902,0.01549186676994578,0.06196746707978311,1.815741691008131,0.5267234701781565,0.09295120061967467,2.952553880161048
2024-03-01,Trump,0.4367493370768991,0.6551240056153487,0.2651692403681173,0.01559819060988925,0.0,2.768910478834143,1.232257058181251,0.09358914365933552,3.095072866065232
2024-04-01,Trump,0.5110188438198658,0.5429575215586074,0.4311721494730118,0.07984669434685404,0.06387735547748323,2.368057767866624,1.485148514851485,0.1437240498243373,3.483062546458533
2024-05-01,Trump,0.06196746707978311,1.161890007745933,0.139426800929512,0.03098373353989155,0.1239349341595662,1.8911473456928,0.836560805577072,0.2633617350890782,3.015412106321197
2024-06-01,Trump,0.2170879206078462,0.6357574817801209,0.2791130407815165,0.03101256008683517,0.01550628004341758,2.348675914249685,1.318033803690495,0.2946193208249341,2.380201765447667
2024-07-01,Trump,0.2909647779479326,0.3369065849923431,0.2297090352220521,0.04594180704441041,0.2143950995405819,1.614841520204296,1.07197549770291,0.06125574272588055,2.02794051374493
2024-08-01,Trump,0.3211009174311927,0.2599388379204893,0.1681957186544343,0.0,0.04587155963302753,2.493301577850551,1.085626911314985,0.09174311926605505,2.716582316165526
2024-09-01,Trump,0.853462157809984,0.4347826086956522,0.2254428341384863,0.03220611916264091,0.0966183574879227,3.010599447759864,1.948470209339774,0.08051529790660225,2.413823817582613
2024-10-01,Trump,0.503509307293256,0.45773573390296,0.06103143118706134,0.03051571559353067,0.137320720170888,2.218847549143677,1.1443393347574,0.1525785779676533,1.991057116341854
2024-11-01,Trump,,,,,,,,,
2024-12-01,Trump,,,,,,,,,
2023-01-01,Harris,,,,,,,,,
2023-02-01,Harris,0.0,0.271370420624152,0.0,0.135685210312076,0.0,0.5134788189987163,0.0,0.0,4.236200256739409
2023-03-01,Harris,0.0,0.2166064981949458,0.0,0.03610108303249097,0.2527075812274368,1.083276912660799,0.2166064981949458,0.03610108303249097,4.265402843601896
2023-04-01,Harris,,,,,,,,,
2023-05-01,Harris,0.09078529278256922,0.7262823422605538,0.0,0.04539264639128461,0.3177485247389923,2.059202059202059,1.588742623694962,0.0,2.359502359502359
2023-06-01,Harris,0.0,0.720100187852223,0.06261740763932373,0.0,0.2817783343769568,0.7339988256018791,0.6261740763932373,0.0,4.580152671755725
2023-07-01,Harris,0.1220504475183076,0.9357200976403581,0.04068348250610252,0.1627339300244101,0.1220504475183076,0.877527661198016,0.7323026851098454,0.0,3.967951163677985
2023-08-01,Harris,0.07283321194464676,0.6554989075018208,0.0,0.1092498179169701,0.2184996358339403,1.299145299145299,0.8739985433357611,0.1092498179169701,3.589743589743589
2023-09-01,Harris,,,,,,,,,
2023-10-01,Harris,,,,,,,,,
